0,DATE,beg,Year,end,Month,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
29.5,d_20120101,d_2012,2012,0101,01,66.5,56.6,37.8,25,12,0,4,1.6,0.3,0.1,0
26.6,d_20120201,d_2012,2012,0201,02,64.4,52.1,30.4,19.1,6.8,0,9,3.9,0.7,0.1,0
27.5,d_20120301,d_2012,2012,0301,03,58.4,47.1,21.2,10.9,2.8,0,14,8.2,2,0.6,0.1
28.4,d_20120401,d_2012,2012,0401,04,60.8,49.4,26,12.9,3.8,0,10.9,6.7,1.7,0.6,0.1
45.8,d_20120501,d_2012,2012,0501,05,44.1,27.9,9.1,3.3,0.1,0,10,5.2,1.9,0.5,0
31.9,d_20120601,d_2012,2012,0601,06,56.7,35.2,10.3,4.2,0.7,0,11.4,7.8,4.2,2.2,0.4
42.2,d_20120701,d_2012,2012,0701,07,48.7,33,12.7,6,1.5,0,9.1,5.7,1.9,0.6,0
43.4,d_20120801,d_2012,2012,0801,08,37,25.1,10.1,3.7,0.3,0,19.6,14,7.1,4.4,1.1
47,d_20120901,d_2012,2012,0901,09,31.6,20.3,8.8,2.7,0,0,21.5,15.4,8,4.6,1.3
43,d_20121001,d_2012,2012,1001,10,29,19.3,9,3.2,0.2,0,28,18.6,9.6,5.9,1.8
43.2,d_20121101,d_2012,2012,1101,11,33.3,22.2,10.9,5.5,0.6,0,23.6,14.8,6.6,3.2,0.7
45.6,d_20121201,d_2012,2012,1201,12,26.1,16.1,2.5,0.7,0.2,0,28.4,18.3,7.9,4.2,1.4
45,d_20130101,d_2013,2013,0101,01,20.4,10.8,1.4,0.4,0.1,0,34.6,23.4,10.7,6,2.2
46.8,d_20130201,d_2013,2013,0201,02,9.4,4.7,1.2,0.4,0.2,0,43.7,31.9,17,10.5,5.3
54,d_20130301,d_2013,2013,0301,03,17.8,10.9,5.8,3.3,1.1,0,28.2,19.5,9.2,6.1,2.5
50.2,d_20130401,d_2013,2013,0401,04,11.4,6,1.6,0.4,0,0,38.5,23.3,8.9,3.7,1.6
54.7,d_20130501,d_2013,2013,0501,05,20,9.6,2,0.8,0.2,0,25.2,14.2,1.4,0.2,0
48.5,d_20130601,d_2013,2013,0601,06,4.8,1.5,0,0,0,0,46.7,27.6,4,0.4,0
25.2,d_20130701,d_2013,2013,0701,07,1.8,0.4,0,0,0,0,73.1,58.7,24.7,12.8,4.1
17.3,d_20130801,d_2013,2013,0801,08,0.5,0,0,0,0,0,82.3,71.8,45.8,29.4,14.7
21.3,d_20130901,d_2013,2013,0901,09,2.8,0.9,0.1,0,0,0,76,60,31.4,19.7,8.5
30.7,d_20131001,d_2013,2013,1001,10,2.3,0.4,0.1,0,0,0,67,49.3,25.3,15.5,5.6
40.6,d_20131101,d_2013,2013,1101,11,4.3,0.6,0,0,0,0,55.1,35.4,12.7,6,1.5
20.9,d_20131201,d_2013,2013,1201,12,0.2,0,0,0,0,0,78.9,61.4,31.8,18.3,7.9
30.9,d_20140101,d_2014,2014,0101,01,3.5,0.8,0,0,0,0,65.5,50.4,22,11.2,2.7
32.1,d_20140201,d_2014,2014,0201,02,2.1,0.6,0,0,0,0,65.7,47.7,22.2,8.8,1.9
53.2,d_20140301,d_2014,2014,0301,03,4.6,1.7,0.1,0,0,0,42.2,24.1,7.6,3.7,1.2
53.8,d_20140401,d_2014,2014,0401,04,6.9,2,0,0,0,0,39.4,24.3,7.1,2.6,0.4
56,d_20140501,d_2014,2014,0501,05,6.4,1.7,0.1,0,0,0,37.6,18.9,5.8,1.7,0.3
51.7,d_20140601,d_2014,2014,0601,06,4.3,1.1,0.1,0,0,0,43.9,24.3,5.9,2.5,0.4
53.3,d_20140701,d_2014,2014,0701,07,1.9,0.4,0,0,0,0,44.8,23.9,5.8,2.4,0.6
61.4,d_20140801,d_2014,2014,0801,08,6.9,1.6,0.3,0.1,0,0,31.6,14.7,2.8,0.7,0
53.8,d_20140901,d_2014,2014,0901,09,15.9,6.1,0.1,0,0,0,30.1,14.8,4.3,2.2,0.5
57,d_20141001,d_2014,2014,1001,10,11.1,4.9,0.5,0,0,0,31.9,16.6,3.4,1,0
54.2,d_20141101,d_2014,2014,1101,11,6.4,2.2,0.3,0.1,0,0,39.4,21.6,5.6,2.2,0.2
49.2,d_20141201,d_2014,2014,1201,12,5.8,2.2,0.5,0.1,0,0,44.9,25.1,6.5,2.3,0.2
54.4,d_20150101,d_2015,2015,0101,01,24.6,11.6,1.8,0.5,0,0,21.2,9.9,2,0.3,0
51.6,d_20150201,d_2015,2015,0201,02,31.2,19.8,8.1,3.8,0.9,0,17.2,9.4,2.6,0.7,0
42.1,d_20150301,d_2015,2015,0301,03,40.9,25.7,12,5,1.5,0,17,9.6,2.6,0.6,0
51.4,d_20150401,d_2015,2015,0401,04,17.9,7.8,0.8,0.3,0,0,30.7,14.9,2.8,0.4,0.1
54.7,d_20150501,d_2015,2015,0501,05,15.9,7.4,1.4,0.2,0,0,29.4,14,1.3,0.2,0
63.9,d_20150601,d_2015,2015,0601,06,17.7,9.7,3.2,0.9,0,0,18.3,5.7,0.7,0,0
60.6,d_20150701,d_2015,2015,0701,07,23.9,11.9,4.4,1.4,0,0,15.4,6,0.7,0,0
62.3,d_20150801,d_2015,2015,0801,08,27.6,15.4,6.5,3.3,0.2,0,10.2,4,0.8,0.1,0
52.2,d_20150901,d_2015,2015,0901,09,37.7,18.9,4,1.3,0,0,10.1,4.4,0.3,0,0
53.7,d_20151001,d_2015,2015,1001,10,24.4,11.6,3.4,1,0.2,0,21.9,13.6,4.9,2.5,0.5
43.1,d_20151101,d_2015,2015,1101,11,10.3,4.6,1.1,0.5,0.1,0,46.7,30.1,14.4,8.1,3.2
22,d_20151201,d_2015,2015,1201,12,5.4,1.9,0.2,0,0,0,72.7,62.3,44.1,31.2,18.4
26.6,d_20160101,d_2016,2016,0101,01,5.9,2.8,1,0.6,0.1,0,67.5,55.7,33.8,23.4,10.2
23.4,d_20160201,d_2016,2016,0201,02,2.6,0.9,0,0,0,0,74,63.5,45.3,35.2,19.9
18.4,d_20160301,d_2016,2016,0301,03,2,0.6,0,0,0,0,79.5,64.2,37.1,23.3,8.6
17.2,d_20160401,d_2016,2016,0401,04,1.1,0.1,0,0,0,0,81.8,68.2,40.9,24,10.6
20.5,d_20160501,d_2016,2016,0501,05,2.4,0.2,0,0,0,0,77.1,66.1,40.8,28,15.8
17.1,d_20160601,d_2016,2016,0601,06,3.2,0.9,0,0,0,0,79.7,65.9,37.2,25.1,14.2
31.6,d_20160701,d_2016,2016,0701,07,6.4,2.2,0.1,0,0,0,61.9,43.6,18.9,9.3,2
44.1,d_20160801,d_2016,2016,0801,08,19.4,8.3,1.7,0.4,0,0,36.6,23.4,6.6,2.3,0.7
30.8,d_20160901,d_2016,2016,0901,09,39,30.1,16.6,8.9,2.1,0,30.2,21,8.7,4.1,1.2
27,d_20161001,d_2016,2016,1001,10,44.8,35.1,20.6,13.6,5.4,0,28.2,21.6,14.6,10.4,5.9
24.3,d_20161101,d_2016,2016,1101,11,54.6,46.6,30.8,22.6,15.8,0,21.1,15.1,8.4,4.6,1.8
24.6,d_20161201,d_2016,2016,1201,12,52.9,44,23.8,15.6,9.2,0,22.5,17.7,11,7.6,2.8
35.5,d_20170101,d_2017,2017,0101,01,38.4,29.3,16.9,10.5,3.7,0,26,21,12.7,8.1,2.7
35.9,d_20170201,d_2017,2017,0201,02,48.1,37.9,23.5,16.4,8.2,0,16,10.9,4,1.6,0.6
23.9,d_20170301,d_2017,2017,0301,03,64.8,50.7,27.6,17.6,6.6,0,11.3,8.6,4.1,1.5,0.6
33.2,d_20170401,d_2017,2017,0401,04,49.8,35.7,12.1,3.7,0.9,0,17.1,13.3,7.7,4.6,1.7
39.5,d_20170501,d_2017,2017,0501,05,36.4,24.4,6.3,1.8,0.1,0,24.1,19.5,12.9,8.3,3.6
48.9,d_20170601,d_2017,2017,0601,06,14,6.9,1.8,0.3,0,0,37.1,25.7,8.7,2.5,0
52.4,d_20170701,d_2017,2017,0701,07,18.1,8.2,1.4,0.2,0,0,29.6,20.2,8.4,3.4,0.4
45.9,d_20170801,d_2017,2017,0801,08,9.3,3.3,0.3,0.1,0,0,44.7,31.2,16.9,11.8,6.3
46.8,d_20170901,d_2017,2017,0901,09,5.1,1.5,0.3,0.1,0,0,48.1,32.7,15.3,8.5,2.9
43.4,d_20171001,d_2017,2017,1001,10,12.9,4.2,0.3,0,0,0,43.7,32.2,14.7,7.8,1.7
42.8,d_20171101,d_2017,2017,1101,11,9.7,3.2,0.2,0.1,0,0,47.5,33.9,16.1,7.1,1.7
44.4,d_20171201,d_2017,2017,1201,12,3.4,0.8,0.1,0,0,0,52.1,37.6,20.5,12.7,4.3
48.5,d_20180101,d_2018,2018,0101,01,12.6,5.1,0.7,0.3,0.1,0,38.9,30.5,18.7,13.1,6.2
36.7,d_20180201,d_2018,2018,0201,02,26.8,16.2,6.2,3,0.7,0,36.6,27.7,14,8,3.4
38.5,d_20180301,d_2018,2018,0301,03,51.7,35,10.9,4.2,1,0,9.9,5.7,1.4,0.8,0.3
49.3,d_20180401,d_2018,2018,0401,04,35.9,18.3,1.8,0.2,0,0,14.8,7.3,1.4,0.8,0.3
61.5,d_20180501,d_2018,2018,0501,05,16.2,4.8,0,0,0,0,22.3,14.3,7.2,3.5,1.2
61.2,d_20180601,d_2018,2018,0601,06,19.4,6.4,0.2,0,0,0,19.6,11.1,3.7,1.5,0.3
49,d_20180701,d_2018,2018,0701,07,30.3,14.7,1.5,0.2,0,0,20.6,12.4,4.1,2.3,1.2
53.4,d_20180801,d_2018,2018,0801,08,13.2,4.5,0.4,0,0,0,33.3,19,5.2,2.6,1.1
49.5,d_20180901,d_2018,2018,0901,09,5.1,2.3,0.5,0,0,0,45.5,30.2,17,11.2,5.5
36,d_20181001,d_2018,2018,1001,10,5.8,2.6,0.4,0.2,0,0,58.2,39.2,19.7,13.6,8.1
21.9,d_20181101,d_2018,2018,1101,11,2.4,0.8,0.1,0,0,0,75.6,59.3,33.6,22.7,15.8
4.8,d_20181201,d_2018,2018,1201,12,0.9,0.3,0,0,0,0,94.2,90.4,75.6,61.7,37.1
6,d_20190101,d_2019,2019,0101,01,0.3,0,0,0,0,0,93.7,89.2,74.4,59.5,38.4
12.1,d_20190201,d_2019,2019,0201,02,3.8,2.5,0.9,0.4,0,0,84.2,75.8,55.5,39.3,24.6
17.8,d_20190301,d_2019,2019,0301,03,5.2,2.8,0.8,0.1,0,0,77.1,65.5,38.3,25.9,17.7
17.7,d_20190401,d_2019,2019,0401,04,6.7,3.8,0.9,0,0,0,75.7,64.4,41.6,31.1,20.7
26,d_20190501,d_2019,2019,0501,05,6.5,3.2,0,0,0,0,67.5,52.7,35.1,24.4,14
28.9,d_20190601,d_2019,2019,0601,06,2.6,0.7,0,0,0,0,68.4,49.6,25.4,18.1,9.9
40.3,d_20190701,d_2019,2019,0701,07,2.2,0.3,0,0,0,0,57.4,41.6,22.3,14.6,5.5
44.5,d_20190801,d_2019,2019,0801,08,10.4,4.3,0.2,0,0,0,45,31,14.2,7.6,2.9
38,d_20190901,d_2019,2019,0901,09,51.8,39.5,22.4,12.3,3.8,0,10.3,5.5,2.7,1.6,0.1
32.2,d_20191001,d_2019,2019,1001,10,46.3,32.4,12.2,4.5,0.8,0,21.6,14.4,6.3,4.6,2.7
47.1,d_20191101,d_2019,2019,1101,11,36.6,21.3,5.8,1.3,0,0,16.3,10.7,3.6,2.1,0.4
48.5,d_20191201,d_2019,2019,1201,12,13,5.8,1.4,0.3,0,0,38.6,23.9,8.6,4.3,1.9
47.9,d_20200101,d_2020,2020,0101,01,15.6,9.2,3.6,2,0.5,0,36.5,23.1,8,4.6,2
26.6,d_20200201,d_2020,2020,0201,02,7.4,4,1.2,0.1,0,0,66.1,51.5,30,18.8,8.4
35.4,d_20200301,d_2020,2020,0301,03,14.9,9.1,4.2,2,0.3,0,49.7,38,20.4,12.2,6.8
26.8,d_20200401,d_2020,2020,0401,04,10.4,4,1.1,0.4,0,0,62.8,54.1,34.9,24.5,15
19,d_20200501,d_2020,2020,0501,05,13.8,7.1,1,0.2,0,0,67.2,61.7,45.9,30.3,12.7
19.2,d_20200601,d_2020,2020,0601,06,2.9,0.6,0,0,0,0,77.9,70.1,58.3,47.2,25.4
22.9,d_20200701,d_2020,2020,0701,07,5.6,1,0.3,0.1,0,0,71.5,62.5,43.4,26.8,7.4
24.4,d_20200801,d_2020,2020,0801,08,4.7,1.3,0.3,0.1,0,0,70.8,61.5,43.4,27.9,7.9
22.9,d_20200901,d_2020,2020,0901,09,1.3,0.2,0,0,0,0,75.9,67.4,51.2,38.6,17.1
21.6,d_20201001,d_2020,2020,1001,10,1,0.4,0.2,0.1,0,0,77.3,69.8,54.3,41.5,20
15.7,d_20201101,d_2020,2020,1101,11,0.6,0.2,0,0,0,0,83.6,73.6,54.5,40.2,17.4
18.9,d_20201201,d_2020,2020,1201,12,0.5,0.1,0,0,0,0,80.6,65.2,39.2,24.1,13.5
17.1,d_20210101,d_2021,2021,0101,01,0.1,0,0,0,0,0,82.9,66.8,37,25.2,17.3
35.4,d_20210201,d_2021,2021,0201,02,3.5,0.8,0,0,0,0,61.2,44.1,29,22.6,16.7
30.9,d_20210301,d_2021,2021,0301,03,3.1,0.6,0,0,0,0,65.9,48.3,27.8,21.1,13.7
44.9,d_20210401,d_2021,2021,0401,04,7.5,2.8,0,0,0,0,47.6,35,21.6,15.6,8.6
45.2,d_20210501,d_2021,2021,0501,05,4.2,0.9,0,0,0,0,50.6,35,14.8,7.1,2.4
43.7,d_20210601,d_2021,2021,0601,06,4.7,1.8,0.2,0,0,0,51.6,34.7,16.1,9.6,2.4
37.4,d_20210701,d_2021,2021,0701,07,4.8,1.7,0,0,0,0,57.9,42.6,18,10.4,3.1
31.9,d_20210801,d_2021,2021,0801,08,10.5,4.5,0.9,0,0,0,57.7,46.8,26.1,15.2,6
26.2,d_20210901,d_2021,2021,0901,09,10.6,5.6,1.2,0.2,0,0,63.3,49.2,27.7,16.3,7.5
26.6,d_20211001,d_2021,2021,1001,10,12.1,6.6,0.9,0.2,0,0,61.5,53,33.4,22.6,12.2
24.9,d_20211101,d_2021,2021,1101,11,23.5,14.7,5.9,3.1,1.5,0,51.6,42.7,24.7,15.4,7.9
23.7,d_20211201,d_2021,2021,1201,12,22.6,15.9,7.6,4.9,2.2,0,53.7,42.6,22.3,12.3,5.3
33.1,d_20220101,d_2022,2022,0101,01,15.3,9.5,3.5,1.3,0.2,0,51.6,39.8,15.9,8,2.3
38.9,d_20220201,d_2022,2022,0201,02,12.8,7.8,2.7,1,0.1,0,48.3,35.2,16.7,10.4,3.8
44.7,d_20220301,d_2022,2022,0301,03,19.7,12.4,3.7,1.5,0.3,0,35.5,20.3,5.1,2.3,0.3
50.6,d_20220401,d_2022,2022,0401,04,24.3,13.7,4,1.8,0.2,0,25.2,11.6,1.7,0.1,0
60,d_20220501,d_2022,2022,0501,05,26.7,16.1,5.9,2.2,0,0,13.2,3.5,0,0,0
47.8,d_20220601,d_2022,2022,0601,06,45.4,29.5,10.3,5,0.9,0,6.6,2.9,0.3,0,0
42.9,d_20220701,d_2022,2022,0701,07,49.7,29.3,6.4,1.5,0.1,0,7.4,3,0.1,0,0
51.4,d_20220801,d_2022,2022,0801,08,29.6,15.4,3.5,1.3,0,0,19.1,8.5,1.2,0.2,0
55.8,d_20220901,d_2022,2022,0901,09,23.6,12.3,3,0.9,0,0,20.6,8.6,2.1,0.8,0.3
47.8,d_20221001,d_2022,2022,1001,10,32.6,19.2,5.5,2.2,0.5,0,19.7,8.8,1.8,0.5,0
55.3,d_20221101,d_2022,2022,1101,11,15.7,7.4,1.9,1,0.2,0,29,16.1,4.3,2.2,0.1
57.8,d_20221201,d_2022,2022,1201,12,19.5,10.6,3.2,1,0.2,0,22.8,12.1,2.9,1,0
55,d_20230101,d_2023,2023,0101,01,15.8,7.9,2.1,0.6,0.1,0,29.2,15.6,3.7,0.9,0
54.7,d_20230201,d_2023,2023,0201,02,22.3,11.5,2.4,0.9,0.2,0,22.9,12.1,2.9,0.8,0
47.8,d_20230401,d_2023,2023,0401,04,17,7.5,0.6,0.1,0,0,35.2,15.7,2.1,0.3,0
57.7,d_20230501,d_2023,2023,0501,05,18.8,10.7,2.1,0.2,0,0,23.5,9.7,1.8,0.1,0
47.7,d_20230601,d_2023,2023,0601,06,15.3,5,0.1,0,0,0,36.9,15.1,1.6,0.3,0
47.3,d_20230701,d_2023,2023,0701,07,13.6,6.8,0.5,0.1,0,0,39.1,19.7,3.7,1.3,0.2
52,d_20230801,d_2023,2023,0801,08,20.1,13.4,3.9,1.3,0.2,0,27.9,13.2,3.9,1.9,0.6
55.7,d_20230901,d_2023,2023,0901,09,19.7,13.2,3.7,1.3,0.3,0,24.5,12.8,4.9,2.4,0.6
52.2,d_20231001,d_2023,2023,1001,10,33.4,20,7.6,3.3,1,0,14.6,8,2.4,1.1,0.4
43.7,d_20231101,d_2023,2023,1101,11,37.4,21.5,6.4,2.8,1,0,19,10.8,3,1.5,0.8
43.1,d_20231201,d_2023,2023,1201,12,25.7,16.5,4.8,2.3,0.8,0,31.2,21.8,7.9,3.9,1.4
47.5,d_20240101,d_2024,2024,0101,01,21.2,11,3.3,1.6,0.2,0,31.3,16.3,5.1,2,0.8
52.5,d_20240301,d_2024,2024,0301,03,21.8,11.4,3.1,1.9,0.8,0,25.6,11.9,3.2,0.9,0
55,d_20240401,d_2024,2024,0401,04,21.8,12.4,2.6,1.2,0.3,0,23.2,11.3,1.2,0.2,0
55.3,d_20240501,d_2024,2024,0501,05,12.6,4.6,0.3,0,0,0,32.1,16.9,3.3,0.7,0.1
59.3,d_20240601,d_2024,2024,0601,06,12.8,5.3,0.3,0,0,0,27.9,11.6,1.1,0.3,0
45.9,d_20240701,d_2024,2024,0701,07,2.8,0.6,0,0,0,0,51.3,30.4,6.3,2.1,0.3
